id,EC,type
C22159,,metabolite
C00121,,metabolite
C01801,,metabolite
C01286,,metabolite
C05396,,metabolite
C19879,,metabolite
C19880,,metabolite
C03373,,metabolite
C04556,,metabolite
C00714,,metabolite
n C00001,,metabolite
n C00132,,metabolite
C00831,,metabolite
C04079,,metabolite
C20769,,metabolite
C20768,,metabolite
C05979,,metabolite
C20386,,metabolite
C00120,,metabolite
C06215,,metabolite
C05898,,metabolite
C11827,,metabolite
C04574,,metabolite
G10555,,metabolite
G10557(n),,metabolite
G10557(n,,metabolite
C00653,,metabolite
C04260,,metabolite
G13186,,metabolite
G13167,,metabolite
G13180,,metabolite
G13170,,metabolite
G13171,,metabolite
G13174,,metabolite
G13175,,metabolite
G13176,,metabolite
G13177,,metabolite
G13178,,metabolite
G13179,,metabolite
G13192,,metabolite
G13193,,metabolite
C04088,,metabolite
C05848,,metabolite
C05809,,metabolite
C05810,,metabolite
C03167,,metabolite
C05682,,metabolite
C03688,,metabolite
C00450,,metabolite
C00408,,metabolite
n C00789,,metabolite
C21503,,metabolite
n C00055,,metabolite
C21504,,metabolite
C21502,,metabolite
C21508,,metabolite
G13168,,metabolite
G13169,,metabolite
G13172,,metabolite
G13173,,metabolite
C17324,,metabolite
C04462,,metabolite
C00165,,metabolite
C21461,,metabolite
C21462,,metabolite
C21463,,metabolite
C21994,,metabolite
C21995,,metabolite
C04473,,metabolite
C02730,,metabolite
C05817,,metabolite
C03028,,metabolite
C02265,,metabolite
C00405,,metabolite
C11838,,metabolite
C20959,,metabolite
C22073,,metabolite
C03401,,metabolite
C22074,,metabolite
C03740,,metabolite
C03193,,metabolite
C05844,,metabolite
C02166,,metabolite
C00045,,metabolite
C05951,,metabolite
C03363,,metabolite
C02320,,metabolite
C02512,,metabolite
C05711,,metabolite
C05670,,metabolite
C06114,,metabolite
C05695,,metabolite
C00392,,metabolite
C00644,,metabolite
C00488,,metabolite
C00576,,metabolite
C01151,,metabolite
C00270,,metabolite
C06128,,metabolite
G11121,,metabolite
G00317,,metabolite
C19856,,metabolite
C19855,,metabolite
C05986,,metabolite
C05985,,metabolite
C06753,,metabolite
C06754,,metabolite
C00785,,metabolite
C06407,,metabolite
C06416,,metabolite
C11540,,metabolite
C16242,,metabolite
C19878,,metabolite
C00240,,metabolite
C04153,,metabolite
C01380,,metabolite
C00266,,metabolite
C00424,,metabolite
C00669,,metabolite
C21015,,metabolite
C02218,,metabolite
C05893,,metabolite
G10552,,metabolite
G10553,,metabolite
G10556,,metabolite
C04390,,metabolite
C00230,,metabolite
C20884,,metabolite
C20665,,metabolite
C20883,,metabolite
C05766,,metabolite
C05768,,metabolite
C00924,,metabolite
C00923,,metabolite
C00372,,metabolite
G10502(n),,metabolite
G10502(n,,metabolite
C00137,,metabolite
C03546,,metabolite
C04006,,metabolite
C06406,,metabolite
C11539,,metabolite
C22611,,metabolite
C02139,,metabolite
C18152,,metabolite
C18154,,metabolite
C18153,,metabolite
C05401,,metabolite
C01235,,metabolite
C05400,,metabolite
C00159,,metabolite
C05399,,metabolite
C06126,,metabolite
C06037,,metabolite
C03692,,metabolite
G01275,,metabolite
G00497,,metabolite
C03319,,metabolite
C00688,,metabolite
C21177,,metabolite
C21178,,metabolite
G10611,,metabolite
G13197,,metabolite
G13198,,metabolite
C01720,,metabolite
C03827,,metabolite
G13043,,metabolite
G00872,,metabolite
C01074,,metabolite
G12336,,metabolite
C16265,,metabolite
G10505,,metabolite
C16565,,metabolite
C01086,,metabolite
C00264,,metabolite
C01102,,metabolite
C04881,,metabolite
G11112,,metabolite
G00177,,metabolite
C01157,,metabolite
C00209,,metabolite
C02137,,metabolite
C00261,,metabolite
C03590,,metabolite
C00633,,metabolite
C16239,,metabolite
C19722,,metabolite
C19723,,metabolite
C00446,,metabolite
C20231,,metabolite
C18091,,metabolite
C21971,,metabolite
C21769,,metabolite
C21767,,metabolite
C19609,,metabolite
C02583,,metabolite
C20858,,metabolite
C04478,,metabolite
C00663,,metabolite
C00999,,metabolite
C00996,,metabolite
C21072,,metabolite
C21284,,metabolite
C05931,,metabolite
C03393,,metabolite
C01697,,metabolite
C06311,,metabolite
C00966,,metabolite
C00880,,metabolite
C01216,,metabolite
C00499,,metabolite
C03539,,metabolite
C04152,,metabolite
C00698,,metabolite
C19687,,metabolite
C15930,,metabolite
C03160,,metabolite
C05172,,metabolite
C06482,,metabolite
C18237,,metabolite
C19871,,metabolite
C00662,,metabolite
C00667,,metabolite
C01113,,metabolite
C18239,,metabolite
C15996,,metabolite
C00329,,metabolite
C18047,,metabolite
C18046,,metabolite
C01330,,metabolite
C20082,,metabolite
C20083,,metabolite
C19947,,metabolite
C19960,,metabolite
G13188,,metabolite
C20666,,metabolite
C20667,,metabolite
C01500,,metabolite
C01499,,metabolite
C09871,,metabolite
C09847,,metabolite
C01353,,metabolite
C03741,,metabolite
C05811,,metabolite
C05812,,metabolite
C01929,,metabolite
C17010,,metabolite
C17017,,metabolite
C04330,,metabolite
C06364,,metabolite
G10608,,metabolite
G13187,,metabolite
C00380,,metabolite
C05696,,metabolite
C01412,,metabolite
C20424,,metabolite
C20418,,metabolite
C16463,,metabolite
C05922,,metabolite
C06148,,metabolite
C05923,,metabolite
C15556,,metabolite
C00433,,metabolite
C20835,,metabolite
C20836,,metabolite
C00751,,metabolite
C06310,,metabolite
C06309,,metabolite
C22558,,metabolite
C14131,,metabolite
C12470,,metabolite
C12483,,metabolite
C00177,,metabolite
C01755,,metabolite
C22131,,metabolite
C00301,,metabolite
C15673,,metabolite
C02780,,metabolite
C06376,,metabolite
C20627,,metabolite
C20642,,metabolite
C04051,,metabolite
C06056,,metabolite
C00691,,metabolite
C19891,,metabolite
C20251,,metabolite
C01743,,metabolite
C17583,,metabolite
C00954,,metabolite
C03078,,metabolite
C01035,,metabolite
C03620,,metabolite
C00511,,metabolite
C04282,,metabolite
C02225,,metabolite
C03684,,metabolite
C11038,,metabolite
C11039,,metabolite
C01344,,metabolite
C21748,,metabolite
C21749,,metabolite
C21750,,metabolite
C21751,,metabolite
C22443,,metabolite
C01909,,metabolite
C05359,,metabolite
C21065,,metabolite
C21008,,metabolite
C00192,,metabolite
C19848,,metabolite
C06232,,metabolite
C04536,,metabolite
C11829,,metabolite
C11830,,metabolite
C11831,,metabolite
C01182,,metabolite
C01187,,metabolite
C21333,,metabolite
C21334,,metabolite
C21152,,metabolite
C05852,,metabolite
C00544,,metabolite
C03025,,metabolite
C00205,,metabolite
C03162,,metabolite
C00587,,metabolite
C16281,,metabolite
C16283,,metabolite
C16285,,metabolite
C02739,,metabolite
C02741,,metabolite
C04896,,metabolite
C20352,,metabolite
C12147,,metabolite
C11537,,metabolite
C18910,,metabolite
C22529,,metabolite
n C00083,,metabolite
n C00005,,metabolite
n C00004,,metabolite
n C00010,,metabolite
n C00011,,metabolite
n C00006,,metabolite
n C00003,,metabolite
C20876,,metabolite
C00937,,metabolite
C05539,,metabolite
C05894,,metabolite
C03114,,metabolite
C01204,,metabolite
C04579,,metabolite
C20062,,metabolite
C03892,,metabolite
C02170,,metabolite
C03089,,metabolite
C06442,,metabolite
C06231,,metabolite
C19882,,metabolite
C06893,,metabolite
C05575,,metabolite
C20995,,metabolite
C01721,,metabolite
C01099,,metabolite
C22337,,metabolite
C20756,,metabolite
C20758,,metabolite
C02084,,metabolite
C20451,,metabolite
C01180,,metabolite
C00331,,metabolite
C13508,,metabolite
C22077,,metabolite
C01107,,metabolite
C22453,,metabolite
C04242,,metabolite
C00868,,metabolite
C18902,,metabolite
C12739,,metabolite
C16637,,metabolite
C11736,,metabolite
C01444,,metabolite
C00802,,metabolite
C05235,,metabolite
C20675,,metabolite
C20676,,metabolite
C01802,,metabolite
C01724,,metabolite
C05109,,metabolite
C01189,,metabolite
C05439,,metabolite
C08821,,metabolite
C01753,,metabolite
C15781,,metabolite
C01789,,metabolite
C05437,,metabolite
C03845,,metabolite
C05108,,metabolite
C15915,,metabolite
C05107,,metabolite
C01164,,metabolite
C21106,,metabolite
C00213,,metabolite
C21992,,metabolite
C22000,,metabolite
C21997,,metabolite
C21998,,metabolite
C22026,,metabolite
C20357,,metabolite
C20420,,metabolite
C20421,,metabolite
C11355,,metabolite
C02565,,metabolite
C01043,,metabolite
C00353,,metabolite
C05427,,metabolite
C17439,,metabolite
C17440,,metabolite
C11242,,metabolite
C21217,,metabolite
C21435,,metabolite
C11243,,metabolite
C00203,,metabolite
C20427,,metabolite
C00406,,metabolite
C07303,,metabolite
C00755,,metabolite
C05122,,metabolite
C00695,,metabolite
C05466,,metabolite
C02528,,metabolite
C05465,,metabolite
C05464,,metabolite
C04483,,metabolite
C05463,,metabolite
C01921,,metabolite
C00817,,metabolite
C04434,,metabolite
C16999,,metabolite
C04582,,metabolite
C21649,,metabolite
C21585,,metabolite
C21593,,metabolite
C01586,,metabolite
C01096,,metabolite
C02888,,metabolite
C01040,,metabolite
C00800,,metabolite
C01880,,metabolite
C06103,,metabolite
C00474,,metabolite
C02247,,metabolite
C20359,,metabolite
C19725,,metabolite
C06251,,metabolite
C22068,,metabolite
C21999,,metabolite
C05556,,metabolite
C20440,,metabolite
C21016,,metabolite
C06688,,metabolite
C21808,,metabolite
C19839,,metabolite
C16146,,metabolite
C19798,,metabolite
C21770,,metabolite
C05984,,metabolite
C05823,,metabolite
C01732,,metabolite
C04298,,metabolite
C04334,,metabolite
C02376,,metabolite
C00356,,metabolite
C04675,,metabolite
C00404,,metabolite
C15672,,metabolite
C06510,,metabolite
C04488,,metabolite
C18802,,metabolite
C18799,,metabolite
C20497,,metabolite
C20415,,metabolite
C20498,,metabolite
(n,,metabolite
) C01935,,metabolite
C15613,,metabolite
C17343,,metabolite
C17345,,metabolite
C17346,,metabolite
C23011,,metabolite
C20840,,metabolite
C13952,,metabolite
C04346,,metabolite
C00156,,metabolite
C06758,,metabolite
C01454,,metabolite
C07214,,metabolite
C07215,,metabolite
C07209,,metabolite
C07211,,metabolite
C03067,,metabolite
C22382,,metabolite
C00739,,metabolite
C05161,,metabolite
C01142,,metabolite
C01186,,metabolite
C11908,,metabolite
C21456,,metabolite
C21455,,metabolite
C21458,,metabolite
C21457,,metabolite
C01127,,metabolite
C00590,,metabolite
C15805,,metabolite
C02325,,metabolite
C15806,,metabolite
C02646,,metabolite
C15804,,metabolite
C12205,,metabolite
C15807,,metabolite
C07054,,metabolite
C21754,,metabolite
C05360,,metabolite
C20889,,metabolite
C18233,,metabolite
C18234,,metabolite
C05653,,metabolite
C02700,,metabolite
C00328,,metabolite
C05648,,metabolite
C05651,,metabolite
C04046,,metabolite
C21437,,metabolite
C00349,,metabolite
C06002,,metabolite
C11638,,metabolite
C20246,,metabolite
C03920,,metabolite
C01438,,metabolite
C21873,,metabolite
C01904,,metabolite
C14180,,metabolite
C01031,,metabolite
C02315,,metabolite
C00472,,metabolite
C22834,,metabolite
C00503,,metabolite
C21294,,metabolite
C20237,,metabolite
C03557,,metabolite
C05435,,metabolite
C15908,,metabolite
C02094,,metabolite
C15943,,metabolite
C16340,,metabolite
C21618,,metabolite
C21612,,metabolite
C21617,,metabolite
C03064,,metabolite
C06729,,metabolite
C06731,,metabolite
C06321,,metabolite
C06720,,metabolite
C02359,,metabolite
C16482,,metabolite
C16481,,metabolite
C02364,,metabolite
C16478,,metabolite
C16479,,metabolite
C02371,,metabolite
C16480,,metabolite
C19975,,metabolite
C19945,,metabolite
C19838,,metabolite
C02962,,metabolite
C18096,,metabolite
C20416,,metabolite
C00340,,metabolite
C00435,,metabolite
C05629,,metabolite
C11588,,metabolite
C00423,,metabolite
C12622,,metabolite
C09822,,metabolite
C04404,,metabolite
C20560,,metabolite
C01168,,metabolite
C16272,,metabolite
C16273,,metabolite
C06377,,metabolite
n C03561,,metabolite
C22857,,metabolite
C04752,,metabolite
C20247,,metabolite
C00617,,metabolite
C06399,,metabolite
C05773,,metabolite
C21007,,metabolite
C14279,,metabolite
C01546,,metabolite
C11101,,metabolite
C20448,,metabolite
C20450,,metabolite
C00810,,metabolite
C00741,,metabolite
C03044,,metabolite
C20657,,metabolite
C01769,,metabolite
C16520,,metabolite
C20933,,metabolite
C21158,,metabolite
C01117,,metabolite
C01417,,metabolite
C02273,,metabolite
C01013,,metabolite
C04180,,metabolite
C17207(n),,metabolite
(n-2) C00009,,metabolite
(n-2) C00636,,metabolite
C20887,,metabolite
C18235,,metabolite
C06718,,metabolite
C06717,,metabolite
C16638,,metabolite
C02798,,metabolite
C06451,,metabolite
C22216,,metabolite
C00519,,metabolite
C00513,,metabolite
n C00513,,metabolite
C21464,,metabolite
C22411,,metabolite
G13165,,metabolite
G13166,,metabolite
C05932,,metabolite
C00798,,metabolite
C00313,,metabolite
C04590,,metabolite
C00763,,metabolite
C03428,,metabolite
C01279,,metabolite
C20267,,metabolite
C02880,,metabolite
C11832,,metabolite
C02350,,metabolite
C11402,,metabolite
C11404,,metabolite
C11403,,metabolite
C11406,,metabolite
C11414,,metabolite
C11417,,metabolite
C11418,,metabolite
C11420,,metabolite
C00676,,metabolite
C02269,,metabolite
C16155,,metabolite
C16153,,metabolite
C16154,,metabolite
C05414,,metabolite
C05430,,metabolite
C05431,,metabolite
C05421,,metabolite
C02630,,metabolite
C03058,,metabolite
C06378,,metabolite
C18054,,metabolite
C00748,,metabolite
C00501,,metabolite
C04230,,metabolite
C04233,,metabolite
C00219,,metabolite
C04438,,metabolite
C05974,,metabolite
C01595,,metabolite
C04635,,metabolite
C05212,,metabolite
C04317,,metabolite
C06427,,metabolite
C05925,,metabolite
C02814,,metabolite
C02222,,metabolite
C03676,,metabolite
C00805,,metabolite
C03440,,metabolite
C11985,,metabolite
C11986,,metabolite
C11987,,metabolite
C11988,,metabolite
C15651,,metabolite
C15606,,metabolite
C02091,,metabolite
C15699,,metabolite
C00500,,metabolite
C01918,,metabolite
C21240,,metabolite
C04044,,metabolite
C04479,,metabolite
C12623,,metabolite
C12624,,metabolite
G13194,,metabolite
G13195,,metabolite
C15987,,metabolite
C06891,,metabolite
C15586,,metabolite
C15587,,metabolite
C20463,,metabolite
C20746,,metabolite
C20747,,metabolite
C22029,,metabolite
C17542,,metabolite
C05895,,metabolite
n C00283,,metabolite
n C15602,,metabolite
C19692,,metabolite
n C15603,,metabolite
C03063,,metabolite
C05600,,metabolite
C04052,,metabolite
C20750,,metabolite
C20748,,metabolite
C20895,,metabolite
C20646,,metabolite
C06398,,metabolite
C00637,,metabolite
C00804,,metabolite
C02670,,metabolite
C00818,,metabolite
C01149,,metabolite
C01181,,metabolite
C05130,,metabolite
C02835,,metabolite
C04554,,metabolite
C05634,,metabolite
C05635,,metabolite
C05936,,metabolite
C02946,,metabolite
C06614,,metabolite
C06615,,metabolite
C06755,,metabolite
C02576,,metabolite
C11924,,metabolite
C03461,,metabolite
C16502,,metabolite
C19961,,metabolite
C22078,,metabolite
C20830,,metabolite
C22507,,metabolite
C20249,,metabolite
C00545,,metabolite
C00684,,metabolite
C19771,,metabolite
C20957,,metabolite
C20958,,metabolite
C01355(n,,metabolite
C01355(n),,metabolite
C19972,,metabolite
C16635,,metabolite
C04539,,metabolite
C01825,,metabolite
C01115,,metabolite
C18028,,metabolite
C22072,,metabolite
C00916,,metabolite
C03112,,metabolite
n C00043,,metabolite
n C00015,,metabolite
C21849,,metabolite
G10558,,metabolite
G13127,,metabolite
n G10610,,metabolite
n G10619,,metabolite
C00940,,metabolite
C02362,,metabolite
C05921,,metabolite
C06249,,metabolite
C04157,,metabolite
C21153,,metabolite
C03547,,metabolite
C01371,,metabolite
C11249,,metabolite
C00854,,metabolite
C00216,,metabolite
C07277,,metabolite
C03172,,metabolite
C00431,,metabolite
C03284,,metabolite
C20783,,metabolite
C06620,,metabolite
C11930,,metabolite
C04349,,metabolite
C03519,,metabolite
C20864,,metabolite
C20863,,metabolite
C15911,,metabolite
C15914,,metabolite
C15859,,metabolite
C15861,,metabolite
C19885,,metabolite
C19886,,metabolite
C12323,,metabolite
C17355,,metabolite
C20910,,metabolite
C21076,,metabolite
C00418,,metabolite
C06762,,metabolite
C20885,,metabolite
C20952,,metabolite
C22004,,metabolite
C22069,,metabolite
C22273,,metabolite
C00990,,metabolite
C16147,,metabolite
C16148,,metabolite
C00792,,metabolite
C00740,,metabolite
C00515,,metabolite
C00793,,metabolite
C01001,,metabolite
C00862,,metabolite
C00976,,metabolite
C01046,,metabolite
C05770,,metabolite
C18049,,metabolite
C21991,,metabolite
C11521,,metabolite
C11142,,metabolite
C20353,,metabolite
C20351,,metabolite
C20614,,metabolite
C21251,,metabolite
C01823,,metabolite
C21252,,metabolite
C02262,,metabolite
C20395,,metabolite
C18631,,metabolite
C18632,,metabolite
C21250,,metabolite
C07335,,metabolite
C02189,,metabolite
C02863,,metabolite
G10617,,metabolite
G10622,,metabolite
G13027,,metabolite
C19803,,metabolite
C20722,,metabolite
C00341,,metabolite
C18061,,metabolite
C04137,,metabolite
C22034,,metabolite
C22035,,metabolite
C22036,,metabolite
C22037,,metabolite
C19909,,metabolite
C19910,,metabolite
C03372,,metabolite
C00339,,metabolite
C03715,,metabolite
C03129,,metabolite
C20422,,metabolite
C20423,,metabolite
C03415,,metabolite
C05601,,metabolite
C06201,,metabolite
C06320,,metabolite
C19772,,metabolite
C00398,,metabolite
C00547,,metabolite
C00780,,metabolite
C00788,,metabolite
C05127,,metabolite
C05827,,metabolite
C05587,,metabolite
C05581,,metabolite
C05589,,metabolite
C05583,,metabolite
C05588,,metabolite
C05636,,metabolite
C05637,,metabolite
C05638,,metabolite
C05639,,metabolite
C07572,,metabolite
C16612,,metabolite
C00543,,metabolite
C16608,,metabolite
C16609,,metabolite
C21299,,metabolite
C21300,,metabolite
C21835,,metabolite
C15498,,metabolite
C16699,,metabolite
C05824,,metabolite
C06023,,metabolite
C02989,,metabolite
C03889,,metabolite
C21193,,metabolite
C21194,,metabolite
C21984,,metabolite
C21983,,metabolite
C21993,,metabolite
C19154,,metabolite
C06672,,metabolite
C08276,,metabolite
C04549,,metabolite
C20774,,metabolite
C04431,,metabolite
C07090,,metabolite
C07091,,metabolite
C04706,,metabolite
C06329,,metabolite
C12834,,metabolite
C12835,,metabolite
C12838,,metabolite
C16477,,metabolite
C16487,,metabolite
C16476,,metabolite
C18242,,metabolite
C18243,,metabolite
C18309,,metabolite
C18310,,metabolite
C18304,,metabolite
C18305,,metabolite
C05924,,metabolite
C01424,,metabolite
C03671,,metabolite
C20772,,metabolite
C20773,,metabolite
C00879,,metabolite
C08353,,metabolite
C16639,,metabolite
C01327,,metabolite
C16327,,metabolite
C16328,,metabolite
C16332,,metabolite
C16336,,metabolite
C16168,,metabolite
C16374,,metabolite
C16172,,metabolite
C16387,,metabolite
C01260,,metabolite
C16630,,metabolite
C22873,,metabolite
C22874,,metabolite
C21955,,metabolite
C05357,,metabolite
C05358,,metabolite
C13309,,metabolite
C21084,,metabolite
C06240,,metabolite
C00280,,metabolite
C20144,,metabolite
C20396,,metabolite
C18026,,metabolite
C20238,,metabolite
C14602,,metabolite
C14604,,metabolite
C18351,,metabolite
C21446,,metabolite
C21445,,metabolite
C21448,,metabolite
C21447,,metabolite
C21506,,metabolite
C21507,,metabolite
C00934,,metabolite
C11477,,metabolite
C00642,,metabolite
C01161,,metabolite
C05593,,metabolite
C04312,,metabolite
C21652,,metabolite
C21604,,metabolite
C22556,,metabolite
C05361,,metabolite
C15666,,metabolite
C07756,,metabolite
C20831,,metabolite
C01322,,metabolite
C00462,,metabolite
C14786,,metabolite
C14791,,metabolite
C14787,,metabolite
C14793,,metabolite
C14792,,metabolite
C14802,,metabolite
C14803,,metabolite
C14804,,metabolite
C14800,,metabolite
C14805,,metabolite
C14806,,metabolite
C14839,,metabolite
C14847,,metabolite
C14840,,metabolite
C14848,,metabolite
C14851,,metabolite
C14855,,metabolite
C14852,,metabolite
C14856,,metabolite
C14858,,metabolite
C14861,,metabolite
C14857,,metabolite
C14865,,metabolite
C14859,,metabolite
C14864,,metabolite
C14863,,metabolite
C06790,,metabolite
C14868,,metabolite
C11088,,metabolite
C14874,,metabolite
C13645,,metabolite
C14870,,metabolite
C14871,,metabolite
C11583,,metabolite
C19586,,metabolite
C11278,,metabolite
C21758,,metabolite
C03383,,metabolite
C00355,,metabolite
C17758,,metabolite
C04257,,metabolite
C23009,,metabolite
C23020,,metabolite
C00980,,metabolite
C01166,,metabolite
C00476,,metabolite
C21851,,metabolite
C22875,,metabolite
C18076,,metabolite
C01598,,metabolite
C05643,,metabolite
C05102,,metabolite
C06604,,metabolite
C06606,,metabolite
C00087,,metabolite
C22946,,metabolite
C22947,,metabolite
C22948,,metabolite
C06468,,metabolite
C00764,,metabolite
C01061,,metabolite
C22458,,metabolite
C02656,,metabolite
C21607,,metabolite
C21608,,metabolite
C21606,,metabolite
C21609,,metabolite
G11291,,metabolite
G13107,,metabolite
G13102,,metabolite
G13108,,metabolite
G13196,,metabolite
C01089,,metabolite
C18172,,metabolite
C18174,,metabolite
C03375,,metabolite
C00811,,metabolite
C05627,,metabolite
C01197,,metabolite
C06224,,metabolite
C21215,,metabolite
C20345,,metabolite
G00023,,metabolite
G00031,,metabolite
G00024,,metabolite
G00025,,metabolite
C03427,,metabolite
C05413,,metabolite
